"sr_no","sem","term","term_id","flg","exam_type","exam","did","sub_code","online","stud_count","exam_date","division","slot","start_time","end_time","en_on","en_by","ip"
"1918","4","EVEN 2025","47","0","2","Progressive Test 2","1","CE232108","0","108","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 02:47:50","GPNCOE","117.254.196.95"
"1919","4","EVEN 2025","47","0","2","Progressive Test 2","1","CE232109","0","108","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:47:50","GPNCOE","117.254.196.95"
"1920","4","EVEN 2025","47","0","2","Progressive Test 2","1","CE232202","0","108","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 02:47:50","GPNCOE","117.254.196.95"
"1921","2","EVEN 2025","47","0","2","Progressive Test 2","6","CM231102","1","69","2026-03-30","A","3","10:00:00","10:45:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1922","4","EVEN 2025","47","0","2","Progressive Test 2","6","CM231302","0","71","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1923","2","EVEN 2025","47","0","2","Progressive Test 2","6","CM231402","0","69","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1924","2","EVEN 2025","47","0","2","Progressive Test 2","6","CM231404","0","69","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1925","2","EVEN 2025","47","0","2","Progressive Test 2","6","CM231405","0","69","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1926","2","EVEN 2025","47","0","2","Progressive Test 2","6","CM231406","0","69","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1927","4","EVEN 2025","47","0","2","Progressive Test 2","6","CM232145","0","71","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1928","4","EVEN 2025","47","0","2","Progressive Test 2","6","CM232146","0","71","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1929","4","EVEN 2025","47","0","2","Progressive Test 2","6","CM232147","0","71","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1930","4","EVEN 2025","47","0","2","Progressive Test 2","6","CM232405","0","71","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1931","4","EVEN 2025","47","0","2","Progressive Test 2","6","CM232406","0","71","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:50:40","GPNCOE","117.254.196.95"
"1932","4","EVEN 2025","47","0","2","Progressive Test 2","9","DD231302","0","49","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 02:51:36","GPNCOE","117.254.196.95"
"1933","2","EVEN 2025","47","0","2","Progressive Test 2","9","DD231402","0","54","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:51:36","GPNCOE","117.254.196.95"
"1934","2","EVEN 2025","47","0","2","Progressive Test 2","9","DD231407","0","54","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:51:36","GPNCOE","117.254.196.95"
"1935","4","EVEN 2025","47","0","2","Progressive Test 2","9","DD232165","0","49","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:51:36","GPNCOE","117.254.196.95"
"1936","4","EVEN 2025","47","0","2","Progressive Test 2","9","DD232166","0","49","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:51:36","GPNCOE","117.254.196.95"
"1937","4","EVEN 2025","47","0","2","Progressive Test 2","9","DD232169","0","49","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 02:51:36","GPNCOE","117.254.196.95"
"1938","2","EVEN 2025","47","0","2","Progressive Test 2","4","EE231102","1","63","2026-03-30","A","5","12:30:00","13:15:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1939","2","EVEN 2025","47","0","2","Progressive Test 2","4","EE231121","0","63","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1940","2","EVEN 2025","47","0","2","Progressive Test 2","4","EE231122","0","63","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1941","4","EVEN 2025","47","0","2","Progressive Test 2","4","EE231302","0","70","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1942","2","EVEN 2025","47","0","2","Progressive Test 2","4","EE231402","0","63","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1943","2","EVEN 2025","47","0","2","Progressive Test 2","4","EE231404","0","63","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1944","4","EVEN 2025","47","0","2","Progressive Test 2","4","EE232135","0","70","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1945","4","EVEN 2025","47","0","2","Progressive Test 2","4","EE232136","0","70","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1946","4","EVEN 2025","47","0","2","Progressive Test 2","4","EE232137","0","70","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1947","4","EVEN 2025","47","0","2","Progressive Test 2","4","EE232138","0","70","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1948","4","EVEN 2025","47","0","2","Progressive Test 2","4","EE232402","0","70","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:53:06","GPNCOE","117.254.196.95"
"1949","2","EVEN 2025","47","0","2","Progressive Test 2","7","EL231102","1","66","2026-03-30","A","6","14:00:00","14:45:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1950","2","EVEN 2025","47","0","2","Progressive Test 2","7","EL231102","1","67","2026-03-30","B","7","15:15:00","16:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1951","2","EVEN 2025","47","0","2","Progressive Test 2","7","EL231124","0","133","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1952","2","EVEN 2025","47","0","2","Progressive Test 2","7","EL231125","0","133","2026-03-26",,"1","10:30:00","12:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1953","2","EVEN 2025","47","0","2","Progressive Test 2","7","EL231126","0","133","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1954","2","EVEN 2025","47","0","2","Progressive Test 2","7","EL231404","0","133","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1955","4","EVEN 2025","47","0","2","Progressive Test 2","7","EL232152","0","141","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1956","4","EVEN 2025","47","0","2","Progressive Test 2","7","EL232153","0","141","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1957","4","EVEN 2025","47","0","2","Progressive Test 2","7","EL232154","0","141","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1958","4","EVEN 2025","47","0","2","Progressive Test 2","7","EL232155","0","141","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1959","4","EVEN 2025","47","0","2","Progressive Test 2","7","EL232402","0","141","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 02:56:15","GPNCOE","117.254.196.95"
"1960","2","EVEN 2025","47","0","2","Progressive Test 2","10","ID231132","0","59","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:49:26","GPNCOE","117.254.196.95"
"1961","2","EVEN 2025","47","0","2","Progressive Test 2","10","ID231401","0","59","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:49:26","GPNCOE","117.254.196.95"
"1962","2","EVEN 2025","47","0","2","Progressive Test 2","10","ID231402","0","59","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:49:26","GPNCOE","117.254.196.95"
"1963","4","EVEN 2025","47","0","2","Progressive Test 2","10","ID232174","0","50","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:49:26","GPNCOE","117.254.196.95"
"1964","4","EVEN 2025","47","0","2","Progressive Test 2","10","ID232175","0","50","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:49:26","GPNCOE","117.254.196.95"
"1965","4","EVEN 2025","47","0","2","Progressive Test 2","10","ID232176","0","50","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 04:49:26","GPNCOE","117.254.196.95"
"1966","2","EVEN 2025","47","0","2","Progressive Test 2","5","IF231102","1","68","2026-03-30","A","4","11:15:00","12:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1967","4","EVEN 2025","47","0","2","Progressive Test 2","5","IF231302","0","71","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1968","2","EVEN 2025","47","0","2","Progressive Test 2","5","IF231402","0","68","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1969","2","EVEN 2025","47","0","2","Progressive Test 2","5","IF231404","0","68","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1970","2","EVEN 2025","47","0","2","Progressive Test 2","5","IF231405","0","68","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1971","2","EVEN 2025","47","0","2","Progressive Test 2","5","IF231406","0","68","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1972","4","EVEN 2025","47","0","2","Progressive Test 2","5","IF232145","0","71","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1973","4","EVEN 2025","47","0","2","Progressive Test 2","5","IF232146","0","71","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1974","4","EVEN 2025","47","0","2","Progressive Test 2","5","IF232147","0","71","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1975","4","EVEN 2025","47","0","2","Progressive Test 2","5","IF232404","0","71","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1976","4","EVEN 2025","47","0","2","Progressive Test 2","5","IF232405","0","71","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 04:51:10","GPNCOE","117.254.196.95"
"1977","2","EVEN 2025","47","0","2","Progressive Test 2","2","ME231101","1","60","2026-03-27","A","6","14:00:00","14:45:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1978","2","EVEN 2025","47","0","2","Progressive Test 2","2","ME231101","1","60","2026-03-27","B","7","15:15:00","16:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1979","2","EVEN 2025","47","0","2","Progressive Test 2","2","ME231106","0","120","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1980","4","EVEN 2025","47","0","2","Progressive Test 2","2","ME231302","0","129","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1981","2","EVEN 2025","47","0","2","Progressive Test 2","2","ME231404","0","120","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1982","2","EVEN 2025","47","0","2","Progressive Test 2","2","ME231512","0","120","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1983","4","EVEN 2025","47","0","2","Progressive Test 2","2","ME232114","0","129","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1984","4","EVEN 2025","47","0","2","Progressive Test 2","2","ME232115","0","129","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1985","4","EVEN 2025","47","0","2","Progressive Test 2","2","ME232116","0","129","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1986","4","EVEN 2025","47","0","2","Progressive Test 2","2","ME232118","0","129","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1987","4","EVEN 2025","47","0","2","Progressive Test 2","2","ME232207","0","129","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 04:52:52","GPNCOE","117.254.196.95"
"1988","2","EVEN 2025","47","0","2","Progressive Test 2","11","MK231102","1","34","2026-03-30","A","8","16:30:00","17:15:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1989","2","EVEN 2025","47","0","2","Progressive Test 2","11","MK231106","0","34","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1990","4","EVEN 2025","47","0","2","Progressive Test 2","11","MK231302","0","37","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1991","2","EVEN 2025","47","0","2","Progressive Test 2","11","MK231404","0","34","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1992","2","EVEN 2025","47","0","2","Progressive Test 2","11","MK231512","0","34","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1993","4","EVEN 2025","47","0","2","Progressive Test 2","11","MK232117","0","37","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1994","4","EVEN 2025","47","0","2","Progressive Test 2","11","MK232118","0","37","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1995","4","EVEN 2025","47","0","2","Progressive Test 2","11","MK232120","0","37","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1996","4","EVEN 2025","47","0","2","Progressive Test 2","11","MK232121","0","37","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1997","4","EVEN 2025","47","0","2","Progressive Test 2","11","MK233407","0","37","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:54:30","GPNCOE","117.254.196.95"
"1998","2","EVEN 2025","47","0","2","Progressive Test 2","3","PO231101","1","56","2026-03-27","A","5","12:30:00","13:15:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"1999","2","EVEN 2025","47","0","2","Progressive Test 2","3","PO231106","0","56","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2000","2","EVEN 2025","47","0","2","Progressive Test 2","3","PO231120","0","56","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2001","2","EVEN 2025","47","0","2","Progressive Test 2","3","PO231302","0","56","2026-03-27",,"2","14:30:00","16:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2002","2","EVEN 2025","47","0","2","Progressive Test 2","3","PO231404","0","56","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2003","4","EVEN 2025","47","0","2","Progressive Test 2","3","PO232127","0","53","2026-03-24",,"1","10:30:00","12:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2004","4","EVEN 2025","47","0","2","Progressive Test 2","3","PO232128","0","53","2026-03-24",,"2","14:30:00","16:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2005","4","EVEN 2025","47","0","2","Progressive Test 2","3","PO232129","0","53","2026-03-25",,"2","14:30:00","16:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2006","4","EVEN 2025","47","0","2","Progressive Test 2","3","PO232210","0","53","2026-03-27",,"1","10:30:00","12:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
"2007","4","EVEN 2025","47","0","2","Progressive Test 2","3","PO232402","0","53","2026-03-25",,"1","10:30:00","12:00:00","2026-03-02 04:56:00","GPNCOE","117.254.196.95"
