"sr_no","sem","term","term_id","flg","exam_type","exam","did","sub_code","online","stud_count","exam_date","division","slot","start_time","end_time","en_on","en_by","ip"
"964","3","ODD 2025","46","0","1","Progressive Test 1","7","EL232149","0","131","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"965","3","ODD 2025","46","0","1","Progressive Test 1","7","EL232150","0","131","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"966","3","ODD 2025","46","0","1","Progressive Test 1","7","EL232151","0","131","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"967","3","ODD 2025","46","0","1","Progressive Test 1","7","EL232407","0","131","2025-08-13",,"2","14:30:00","16:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"968","5","ODD 2025","46","0","1","Progressive Test 1","7","EL233119","0","130","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"969","5","ODD 2025","46","0","1","Progressive Test 1","7","EL233120","0","130","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"970","5","ODD 2025","46","0","1","Progressive Test 1","7","EL233224","0","130","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"971","5","ODD 2025","46","0","1","Progressive Test 1","7","EL233225","0","130","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"972","5","ODD 2025","46","0","1","Progressive Test 1","7","EL233404","0","130","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"973","3","ODD 2025","46","0","1","Progressive Test 1","10","ID231302","1","51","2025-08-11","A","1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"974","3","ODD 2025","46","0","1","Progressive Test 1","10","ID232170","0","51","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"975","3","ODD 2025","46","0","1","Progressive Test 1","10","ID232171","0","51","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"976","3","ODD 2025","46","0","1","Progressive Test 1","10","ID232172","0","51","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"977","3","ODD 2025","46","0","1","Progressive Test 1","10","ID232173","0","51","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"978","5","ODD 2025","46","0","1","Progressive Test 1","10","ID232109","0","48","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"979","5","ODD 2025","46","0","1","Progressive Test 1","10","ID233131","0","48","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"980","5","ODD 2025","46","0","1","Progressive Test 1","10","ID233132","0","48","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"981","5","ODD 2025","46","0","1","Progressive Test 1","10","ID233133","0","48","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"982","5","ODD 2025","46","0","1","Progressive Test 1","10","ID233234","0","48","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"983","3","ODD 2025","46","0","1","Progressive Test 1","5","IF232139","0","68","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"984","3","ODD 2025","46","0","1","Progressive Test 1","5","IF232140","0","68","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"985","3","ODD 2025","46","0","1","Progressive Test 1","5","IF232141","0","68","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"986","3","ODD 2025","46","0","1","Progressive Test 1","5","IF232142","0","68","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"987","3","ODD 2025","46","0","1","Progressive Test 1","5","IF232143","0","68","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"988","5","ODD 2025","46","0","1","Progressive Test 1","5","IF232402","0","65","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"989","5","ODD 2025","46","0","1","Progressive Test 1","5","IF233117","0","65","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"990","5","ODD 2025","46","0","1","Progressive Test 1","5","IF233118","0","65","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"991","5","ODD 2025","46","0","1","Progressive Test 1","5","IF233219","0","65","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"992","5","ODD 2025","46","0","1","Progressive Test 1","5","IF233223","0","65","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"993","3","ODD 2025","46","0","1","Progressive Test 1","2","ME232110","1","56","2025-08-11","A","1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"994","3","ODD 2025","46","0","1","Progressive Test 1","2","ME232110","1","56","2025-08-11","B","1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"995","3","ODD 2025","46","0","1","Progressive Test 1","2","ME232111","0","112","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"996","3","ODD 2025","46","0","1","Progressive Test 1","2","ME232112","0","112","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"997","3","ODD 2025","46","0","1","Progressive Test 1","2","ME232113","0","112","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"998","3","ODD 2025","46","0","1","Progressive Test 1","2","ME232503","0","112","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"999","5","ODD 2025","46","0","1","Progressive Test 1","2","ME232117","1","46","2025-08-11","A","2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1000","5","ODD 2025","46","0","1","Progressive Test 1","2","ME232117","1","47","2025-08-11","B","2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1001","5","ODD 2025","46","0","1","Progressive Test 1","2","ME232402","0","93","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1002","5","ODD 2025","46","0","1","Progressive Test 1","2","ME233106","0","93","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1003","5","ODD 2025","46","0","1","Progressive Test 1","2","ME233107","0","93","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1004","5","ODD 2025","46","0","1","Progressive Test 1","2","ME233108","0","93","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1005","5","ODD 2025","46","0","1","Progressive Test 1","2","ME233207","0","93","2025-08-13",,"2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1006","3","ODD 2025","46","0","1","Progressive Test 1","11","MK232110","1","33","2025-08-11","A","1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1007","3","ODD 2025","46","0","1","Progressive Test 1","11","MK232119","0","33","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1008","3","ODD 2025","46","0","1","Progressive Test 1","11","MK232413","0","33","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1009","3","ODD 2025","46","0","1","Progressive Test 1","11","MK232414","0","33","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1010","3","ODD 2025","46","0","1","Progressive Test 1","11","MK232503","0","33","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1011","5","ODD 2025","46","0","1","Progressive Test 1","11","MK232402","0","34","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1012","5","ODD 2025","46","0","1","Progressive Test 1","11","MK233134","0","34","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1013","5","ODD 2025","46","0","1","Progressive Test 1","11","MK233135","0","34","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1014","5","ODD 2025","46","0","1","Progressive Test 1","11","MK233136","0","34","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1015","5","ODD 2025","46","0","1","Progressive Test 1","11","MK233238","0","34","2025-08-13",,"1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1016","5","ODD 2025","46","0","1","Progressive Test 1","11","MK233509","0","34","2025-08-13",,"2","14:30:00","16:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1017","3","ODD 2025","46","0","1","Progressive Test 1","3","PO232123","0","46","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1018","3","ODD 2025","46","0","1","Progressive Test 1","3","PO232124","0","46","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1019","3","ODD 2025","46","0","1","Progressive Test 1","3","PO232125","0","46","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1020","3","ODD 2025","46","0","1","Progressive Test 1","3","PO232126","0","46","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1021","5","ODD 2025","46","0","1","Progressive Test 1","3","PO233109","0","35","2025-08-11",,"1","10:30:00","12:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1022","5","ODD 2025","46","0","1","Progressive Test 1","3","PO233110","0","35","2025-08-11",,"2","14:30:00","16:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1023","5","ODD 2025","46","0","1","Progressive Test 1","3","PO233111","0","35","2025-08-12",,"1","10:30:00","12:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1024","5","ODD 2025","46","0","1","Progressive Test 1","3","PO233209","0","35","2025-08-12",,"2","14:30:00","16:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1033","1","ODD 2025","46","0","1","Progressive Test 1","1","CE231401","0","136","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:03:25","GPNCOE","117.254.196.95"
"1032","1","ODD 2025","46","0","1","Progressive Test 1","1","CE231106","0","136","2025-09-18",,"1","10:30:00","12:00:00","2025-09-06 12:03:25","GPNCOE","117.254.196.95"
"1031","1","ODD 2025","46","0","1","Progressive Test 1","1","CE231102","1","68","2025-09-19","B","5","12:30:00","13:15:00","2025-09-06 12:03:25","GPNCOE","117.254.196.95"
"1030","1","ODD 2025","46","0","1","Progressive Test 1","1","CE231102","1","68","2025-09-19","A","4","11:15:00","12:00:00","2025-09-06 12:03:25","GPNCOE","117.254.196.95"
"1034","1","ODD 2025","46","0","1","Progressive Test 1","1","CE231402","0","136","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:03:25","GPNCOE","117.254.196.95"
"1035","1","ODD 2025","46","0","1","Progressive Test 1","8","AE231102","1","61","2025-09-19","A","3","10:00:00","10:45:00","2025-09-06 12:04:23","GPNCOE","117.254.196.95"
"1036","1","ODD 2025","46","0","1","Progressive Test 1","8","AE231106","0","61","2025-09-18",,"1","10:30:00","12:00:00","2025-09-06 12:04:23","GPNCOE","117.254.196.95"
"1037","1","ODD 2025","46","0","1","Progressive Test 1","8","AE231401","0","61","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:04:23","GPNCOE","117.254.196.95"
"1038","1","ODD 2025","46","0","1","Progressive Test 1","8","AE231402","0","61","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:04:23","GPNCOE","117.254.196.95"
"1039","1","ODD 2025","46","0","1","Progressive Test 1","6","CM231101","1","69","2025-09-18","A","3","10:00:00","10:45:00","2025-09-06 12:05:37","GPNCOE","117.254.196.95"
"1040","1","ODD 2025","46","0","1","Progressive Test 1","6","CM231110","0","69","2025-09-18",,"2","14:30:00","16:00:00","2025-09-06 12:05:37","GPNCOE","117.254.196.95"
"1041","1","ODD 2025","46","0","1","Progressive Test 1","6","CM231401","0","69","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:05:37","GPNCOE","117.254.196.95"
"1042","1","ODD 2025","46","0","1","Progressive Test 1","9","DD231112","0","63","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:07:12","GPNCOE","117.254.196.95"
"1043","1","ODD 2025","46","0","1","Progressive Test 1","9","DD231113","0","63","2025-09-18",,"1","10:30:00","12:00:00","2025-09-06 12:07:12","GPNCOE","117.254.196.95"
"1044","1","ODD 2025","46","0","1","Progressive Test 1","9","DD231403","0","63","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:07:12","GPNCOE","117.254.196.95"
"1045","1","ODD 2025","46","0","1","Progressive Test 1","9","DD231507","0","63","2025-09-18",,"2","14:30:00","16:00:00","2025-09-06 12:07:12","GPNCOE","117.254.196.95"
"1046","1","ODD 2025","46","0","1","Progressive Test 1","4","EE231101","1","66","2025-09-18","A","5","12:30:00","13:15:00","2025-09-06 12:08:17","GPNCOE","117.254.196.95"
"1047","1","ODD 2025","46","0","1","Progressive Test 1","4","EE231109","0","66","2025-09-18",,"2","14:30:00","16:00:00","2025-09-06 12:08:17","GPNCOE","117.254.196.95"
"1048","1","ODD 2025","46","0","1","Progressive Test 1","4","EE231401","0","66","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:08:17","GPNCOE","117.254.196.95"
"1049","1","ODD 2025","46","0","1","Progressive Test 1","7","EL231101","1","69","2025-09-18","A","6","14:00:00","14:45:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"1050","1","ODD 2025","46","0","1","Progressive Test 1","7","EL231101","1","68","2025-09-18","B","8","15:15:00","16:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"1051","1","ODD 2025","46","0","1","Progressive Test 1","7","EL231401","0","137","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"1052","1","ODD 2025","46","0","1","Progressive Test 1","7","EL231402","0","137","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:09:45","GPNCOE","117.254.196.95"
"1053","1","ODD 2025","46","0","1","Progressive Test 1","10","ID231115","0","64","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"1054","1","ODD 2025","46","0","1","Progressive Test 1","10","ID231116","0","64","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"1055","1","ODD 2025","46","0","1","Progressive Test 1","10","ID231117","0","64","2025-09-18",,"1","10:30:00","12:00:00","2025-09-06 12:10:37","GPNCOE","117.254.196.95"
"1056","1","ODD 2025","46","0","1","Progressive Test 1","5","IF231101","1","69","2025-09-18","A","4","11:15:00","12:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"1057","1","ODD 2025","46","0","1","Progressive Test 1","5","IF231110","0","69","2025-09-18",,"2","14:30:00","16:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"1058","1","ODD 2025","46","0","1","Progressive Test 1","5","IF231401","0","69","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:11:25","GPNCOE","117.254.196.95"
"1059","1","ODD 2025","46","0","1","Progressive Test 1","2","ME231102","1","66","2025-09-19","A","6","14:00:00","14:45:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1060","1","ODD 2025","46","0","1","Progressive Test 1","2","ME231102","1","63","2025-09-19","B","8","15:15:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1061","1","ODD 2025","46","0","1","Progressive Test 1","2","ME231401","0","130","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1062","1","ODD 2025","46","0","1","Progressive Test 1","2","ME231402","0","130","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:12:27","GPNCOE","117.254.196.95"
"1063","1","ODD 2025","46","0","1","Progressive Test 1","11","MK231101","1","35","2025-09-18","A","7","16:30:00","17:15:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1064","1","ODD 2025","46","0","1","Progressive Test 1","11","MK231401","0","35","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1065","1","ODD 2025","46","0","1","Progressive Test 1","11","MK231402","0","35","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:13:10","GPNCOE","117.254.196.95"
"1066","1","ODD 2025","46","0","1","Progressive Test 1","3","PO231102","1","61","2025-09-19","A","7","16:30:00","17:15:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1067","1","ODD 2025","46","0","1","Progressive Test 1","3","PO231108","0","62","2025-09-18",,"1","10:30:00","12:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1068","1","ODD 2025","46","0","1","Progressive Test 1","3","PO231401","0","62","2025-09-17",,"2","14:30:00","16:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
"1069","1","ODD 2025","46","0","1","Progressive Test 1","3","PO231402","0","62","2025-09-17",,"1","10:30:00","12:00:00","2025-09-06 12:14:52","GPNCOE","117.254.196.95"
